,simulation_time,communication_status
0,0.1773221241793077,FREE
1,0.18229887794212174,FREE
2,0.35767886713366603,FREE
3,0.36529197341587294,FREE
4,0.5531098943840387,FREE
5,0.6652409047738929,FREE
6,0.8110004068677369,FREE
7,0.8480396190768149,FREE
8,0.8648069338886958,FREE
9,0.9267100999165999,FREE
10,1.039484042927531,FREE
11,1.0538437705285038,FREE
12,1.1097684899670308,FREE
13,1.1617435575747235,FREE
14,1.1710782837743077,FREE
15,1.2577754213714183,FREE
16,1.2845577868640712,FREE
17,1.3463465026182426,FREE
18,1.4229971211884793,FREE
19,1.5829125341314043,FREE
20,1.762645074921386,FREE
21,1.864988475000437,FREE
22,1.9623814208204342,FREE
23,2.0158867127854516,FREE
24,2.0317849976915214,FREE
25,2.0581647663141123,FREE
26,2.30458224377959,FREE
27,2.3242730378513405,FREE
28,2.387937565991102,FREE
29,2.4304534581150685,FREE
30,2.4996911946408233,FREE
31,2.558108504645718,FREE
32,2.5854844637847254,FREE
33,2.9344012469775604,FREE
34,2.9774805413957237,FREE
35,3.117562076954113,FREE
36,3.2196281307961785,FREE
37,3.2204334130699,FREE
38,3.2978213381764734,FREE
39,3.73045146657221,FREE
40,3.8463332289526013,FREE
41,3.8671071350727213,FREE
42,4.037429612443565,FREE
43,4.137137232525934,FREE
44,4.256004907034908,FREE
45,4.341418064599619,FREE
46,4.442429574022054,FREE
47,4.445568723576709,FREE
48,4.500705565575794,FREE
49,4.578263524721868,FREE
50,4.589709393204127,FREE
51,4.590543539458775,FREE
52,4.612624520161864,FREE
53,4.729897404674974,FREE
54,4.990434182473952,FREE
55,5.223218977125181,FREE
56,5.234464834688668,FREE
57,5.30344175537048,FREE
58,5.369633633326678,FREE
59,5.604872547694258,FREE
60,5.6927448418512485,FREE
61,5.872270327770306,FREE
62,5.9099194048335315,FREE
63,6.0501844096797885,FREE
64,6.066669358049915,FREE
65,6.112562881800988,FREE
66,6.1588045998615915,FREE
67,6.192140586219639,FREE
68,6.271725003705645,FREE
69,6.32574192553803,FREE
70,6.4955129730641366,FREE
71,6.538717174835327,FREE
72,6.589896487061588,FREE
73,6.596741745208929,FREE
74,6.730238219592309,FREE
75,6.954994908478749,FREE
76,7.023274997696167,FREE
77,7.079128638205347,FREE
78,7.161385547089846,FREE
79,7.33858428338003,FREE
80,7.441635410729579,FREE
81,7.602729594162827,FREE
82,7.609226843158578,FREE
83,7.649624064343545,FREE
84,7.730568057419885,FREE
85,7.93739648407499,FREE
86,7.957439133936364,FREE
87,8.400074117521196,FREE
88,8.415539970222714,FREE
89,8.49987816711077,FREE
90,8.541126874992896,FREE
91,8.604794721083628,FREE
92,8.709213360267196,FREE
93,8.731346041915575,FREE
94,8.774925623973544,FREE
95,8.873536764598102,FREE
96,8.909404228376228,FREE
97,9.121361352887265,FREE
98,9.147372117773964,FREE
99,9.168410189857719,FREE
100,9.43729188754311,FREE
101,9.462096532984571,FREE
102,9.593574328516617,FREE
103,9.816148402204188,FREE
104,9.824256916885515,FREE
105,9.915264304426062,FREE
106,10.134261440232518,FREE
107,10.137653494951827,FREE
108,10.217886920721552,FREE
109,10.221261344984406,FREE
110,10.372049929727137,FREE
111,10.384916393962046,FREE
112,10.742521290029076,FREE
113,10.797660178214915,FREE
114,10.809508151230943,FREE
115,11.153628296638207,FREE
116,11.264895770697555,FREE
117,11.316802847547763,FREE
118,11.38302274005324,FREE
119,11.403386676583457,FREE
120,11.485435967883706,FREE
121,11.604416151325863,FREE
122,11.610732776798185,FREE
123,11.917876708182753,FREE
124,11.94908954674494,FREE
125,11.950257318499066,FREE
126,11.95308025045011,FREE
127,11.979969549599582,FREE
128,12.324053665103724,FREE
129,12.373639350676177,FREE
130,12.438137153498584,FREE
131,12.474685162435154,FREE
132,12.494198411864643,FREE
133,12.904612786057536,FREE
134,12.959411102894185,FREE
135,12.988915122720393,FREE
136,12.991387752562902,FREE
137,13.078216415926072,FREE
138,13.152956157188688,FREE
139,13.153657496675297,FREE
140,13.182675516841071,FREE
141,13.196801993487407,FREE
142,13.325195918236705,FREE
143,13.58249381198112,FREE
144,13.73883681213176,FREE
145,13.753914637882936,FREE
146,13.807588132357022,FREE
147,13.81729873285869,FREE
148,13.922803499542187,FREE
149,13.941177654171527,FREE
150,13.942670015268012,FREE
151,14.05789923717598,FREE
152,14.262380460191757,FREE
153,14.365478798325384,FREE
154,14.456407813425578,FREE
155,14.589889925467558,FREE
156,14.62191135941924,FREE
157,14.657621773381646,FREE
158,14.855485179594487,FREE
159,14.865214323425146,FREE
160,14.909362393425212,FREE
161,15.168296048683612,FREE
162,15.368948150867848,FREE
163,15.413634598324242,FREE
164,15.515521360920236,FREE
165,15.592720474889138,FREE
166,15.730409934379084,FREE
167,15.772614168060949,FREE
168,16.220316887223504,FREE
169,16.357189485417408,FREE
170,16.367998212926366,FREE
171,16.37242328215173,FREE
172,16.385631756531986,FREE
173,16.672996640840363,FREE
174,16.93975782945568,FREE
175,16.952148558835294,FREE
176,17.158974413443676,FREE
177,17.30234392259276,FREE
178,17.409504179244117,FREE
179,17.65259742430631,FREE
180,17.712471059951834,FREE
181,17.72248462596545,FREE
182,17.91365264823497,FREE
183,18.05275957181632,FREE
184,18.230979817016284,FREE
185,18.260745138288595,FREE
186,18.265176177150174,FREE
187,18.37098353080943,FREE
188,18.535125911047217,FREE
189,18.65316978371131,FREE
190,18.79496418478638,FREE
191,18.88026566501752,FREE
192,18.958647124538302,FREE
193,19.151310242722648,FREE
194,19.173708612304978,FREE
195,19.241281186282464,FREE
196,19.336882646967737,FREE
197,19.3644212910603,FREE
198,19.47416539692231,FREE
199,19.52577693487816,FREE
200,19.639588760681267,FREE
201,19.797291100492945,FREE
202,19.850694841501976,FREE
203,19.96675717767217,FREE
204,20.038249057053445,FREE
205,20.30960107809992,FREE
206,20.31600648796456,FREE
207,20.376399982824246,FREE
208,20.404949196307253,FREE
209,20.591773071987316,FREE
210,20.772390919833555,FREE
211,20.82945059637875,FREE
212,20.840783891784213,FREE
213,21.223249015838373,FREE
214,21.24480564618061,FREE
215,21.380552576906545,FREE
216,21.682075986600207,FREE
217,21.720204502264995,FREE
218,21.78100864909927,FREE
219,21.81183538476091,FREE
220,21.923651503848955,FREE
221,22.09676307592383,FREE
222,22.171927693679898,FREE
223,22.323302737634734,FREE
224,22.52335879622117,FREE
225,22.54787691673168,FREE
226,22.664343576717783,FREE
227,22.70059841779614,FREE
228,22.93074262912364,FREE
229,22.970302579441835,FREE
230,23.117175398047298,FREE
231,23.19736424028685,FREE
232,23.37665767075196,FREE
233,23.387703733182093,FREE
234,23.4541859916467,FREE
235,23.545987406053854,FREE
236,23.55604479774719,FREE
237,23.58995152276036,FREE
238,23.669238989490314,FREE
239,23.746821668506243,FREE
240,23.809242901380692,FREE
241,23.879002475902713,FREE
242,23.985684440743015,FREE
243,24.11537473906705,FREE
244,24.22925674931483,FREE
245,24.397995005590065,FREE
246,24.406611256312218,FREE
247,24.430355343504516,FREE
248,24.77948544332236,FREE
249,24.865555611498603,FREE
250,25.043186234676888,FREE
251,25.09895680578469,FREE
252,25.2137869978319,FREE
253,25.3767630879989,FREE
254,25.4181703150185,FREE
255,25.688036539435277,FREE
256,25.725346595686645,FREE
257,25.838650847148134,FREE
258,25.869336634994106,FREE
259,26.103318417980883,FREE
260,26.197285515393375,FREE
261,26.29344753365941,FREE
262,26.298855965964304,FREE
263,26.689733187469393,FREE
264,26.71435791701252,FREE
265,26.726634133323405,FREE
266,26.914733206657772,FREE
267,27.26435225441567,FREE
268,27.275547524282242,FREE
269,27.36987553683052,FREE
270,27.60529264603249,FREE
271,27.633161403781905,FREE
272,27.689025297995695,FREE
273,27.73910851807507,FREE
274,28.075786002014308,FREE
275,28.11208212771614,FREE
276,28.23852526646744,FREE
277,28.327664653257408,FREE
278,28.421525598891815,FREE
279,28.491766094989305,FREE
280,28.96576241705579,FREE
281,28.985874064832746,FREE
282,28.99628965297834,FREE
283,29.08332414696565,FREE
284,29.134346091588373,FREE
285,29.156548809515957,FREE
286,29.222124590957797,FREE
287,29.373383649439262,FREE
288,29.608504261679258,FREE
289,29.662352483533965,FREE
290,29.86349555762961,FREE
291,29.884509239533546,FREE
292,30.05422013855128,FREE
293,30.156995213762766,FREE
294,30.265552229679752,FREE
295,30.271468882622898,FREE
296,30.287490986343915,FREE
297,30.336113761157044,FREE
298,30.346553721986616,FREE
299,30.383812222265792,FREE
300,30.85259413706986,FREE
301,31.030479971116062,FREE
302,31.046809874559507,FREE
303,31.060128638777904,FREE
304,31.124970913720382,FREE
305,31.155470651392037,FREE
306,31.158411939006832,FREE
307,31.177551505791754,FREE
308,31.497181928296705,FREE
309,31.534177539375825,FREE
310,31.558370109389976,FREE
311,31.88796606488685,FREE
312,31.917376733687533,FREE
313,32.094891008048904,FREE
314,32.14518794319703,FREE
315,32.306863236173996,FREE
316,32.44705630704215,FREE
317,32.56764924405274,FREE
318,32.60025969004601,FREE
319,32.71438639587721,FREE
320,32.778799675070935,FREE
321,32.881019283663335,FREE
322,32.971567379629555,FREE
323,33.03613498117494,FREE
324,33.13969605203658,FREE
325,33.223499933405975,FREE
326,33.287640876756114,FREE
327,33.382727352437506,FREE
328,33.52165109359057,FREE
329,33.548817846419006,FREE
330,33.56171514581108,FREE
331,33.64746964103967,FREE
332,33.70388791956525,FREE
333,33.838074612768196,FREE
334,34.092711988862966,FREE
335,34.27303778267878,FREE
336,34.34613681839547,FREE
337,34.355506544306806,FREE
338,34.420241933874365,FREE
339,34.55303986973808,FREE
340,34.73175144198428,FREE
341,34.845759624945785,FREE
342,35.03572050220206,FREE
343,35.100396226542074,FREE
344,35.41797520714243,FREE
345,35.42653957296673,FREE
346,35.4910869342514,FREE
347,35.59308094258731,FREE
348,35.6089007266342,FREE
349,35.85604995720949,FREE
350,36.220108746340436,FREE
351,36.38341535439389,FREE
352,36.42753704639765,FREE
353,36.46411817830721,FREE
354,36.47571726378655,FREE
355,36.598329984830336,FREE
356,36.65280472802102,FREE
357,36.91091566327089,FREE
358,36.932096673897,FREE
359,37.3199248577359,FREE
360,37.35327993265148,FREE
361,37.35568007286195,FREE
362,37.39858839485368,FREE
363,37.575974696924725,FREE
364,37.59596705281316,FREE
365,37.86649125447759,FREE
366,37.915682042790856,FREE
367,37.99638626381842,FREE
368,38.04881888372572,FREE
369,38.10907597625628,FREE
370,38.28171113005659,FREE
371,38.42403691182881,FREE
372,38.45054592088589,FREE
373,38.478611323818086,FREE
374,38.536106816057504,FREE
375,38.55436709192919,FREE
376,38.6683269091139,FREE
377,38.82739289898028,FREE
378,39.013297236395054,FREE
379,39.03163926992521,FREE
380,39.09315382078317,FREE
381,39.1178592197532,FREE
382,39.15947038176198,FREE
383,39.42334959450718,FREE
384,39.469532974528846,FREE
385,39.589584752562054,FREE
386,39.87320415176248,FREE
387,39.93943459628931,FREE
388,39.95815077579302,FREE
389,39.9856659157011,FREE
390,40.07566146442388,FREE
391,40.15717054640331,FREE
392,40.17677895037173,FREE
393,40.24707634792331,FREE
394,40.28780235629939,FREE
395,40.382292397313755,FREE
396,40.54110768892105,FREE
397,40.66350916648184,FREE
398,40.758841578262626,FREE
399,40.825974276278096,FREE
400,41.05836618216463,FREE
401,41.29024829201248,FREE
402,41.51771429952279,FREE
403,41.57239929405499,FREE
404,41.63848496437386,FREE
405,41.678725830771484,FREE
406,41.754133615832785,FREE
407,41.85296031290894,FREE
408,41.912146200926976,FREE
409,42.076622835744786,FREE
410,42.23971748272125,FREE
411,42.336787208755716,FREE
412,42.41654157585231,FREE
413,42.45833791544463,FREE
414,42.46904212217688,FREE
415,42.69296990881541,FREE
416,42.87066196930856,FREE
417,42.915004477523766,FREE
418,43.01973836042137,FREE
419,43.09066490200056,FREE
420,43.21122634729144,FREE
421,43.21335905338213,FREE
422,43.28614894084,FREE
423,43.829073692742796,FREE
424,43.846731067991236,FREE
425,43.903545659577276,FREE
426,44.000192583186006,FREE
427,44.06198067350461,FREE
428,44.147526985401846,FREE
429,44.19022189340472,FREE
430,44.29129792583258,FREE
431,44.29692829634268,FREE
432,44.44760388173314,FREE
433,44.549019287988635,FREE
434,44.82062775003952,FREE
435,44.919880858911654,FREE
436,45.07206903763851,FREE
437,45.14133145529097,FREE
438,45.2886106910689,FREE
439,45.43584622143855,FREE
440,45.67685259150594,FREE
441,45.74026116393011,FREE
442,45.86876678266286,FREE
443,46.029926336944506,FREE
444,46.03758715625957,FREE
445,46.0404500825135,FREE
446,46.132467946638506,FREE
447,46.2234513631672,FREE
448,46.456331145578524,FREE
449,46.46067931997089,FREE
450,46.592728925790496,FREE
451,46.789227596099394,FREE
452,46.846723588132484,FREE
453,46.92454480645299,FREE
454,46.932677085022064,FREE
455,46.983594318338305,FREE
456,47.205332879435545,FREE
457,47.20975833332944,FREE
458,47.35299350990322,FREE
459,47.392527990296834,FREE
460,47.5220617840304,FREE
461,47.52982258353714,FREE
462,47.56234897647845,FREE
463,47.638609269410345,FREE
464,47.6993463000855,FREE
465,48.18085115024714,FREE
466,48.18183594301337,FREE
467,48.2147039428088,FREE
468,48.25391345920008,FREE
469,48.36935081847456,FREE
470,48.376098712462756,FREE
471,48.39817997229733,FREE
472,48.40444372952559,FREE
473,48.41212459623563,FREE
474,48.54448758381894,FREE
475,48.54574454867618,FREE
476,48.55288394179361,FREE
477,48.728028057950205,FREE
478,49.11080976927292,FREE
479,49.166916340829204,FREE
480,49.26724975787943,FREE
481,49.270969871506026,FREE
482,49.319564799526304,FREE
483,49.3253253811097,FREE
484,49.57166976826144,FREE
485,49.60613898492852,FREE
486,49.79159022856989,FREE
487,49.85748092888191,FREE
488,50.001376133280935,FREE
489,50.15091631836502,FREE
490,50.17349598726201,FREE
491,50.27432507425715,FREE
492,50.30628487234362,FREE
493,50.355875619987685,FREE
494,50.488673108671286,FREE
495,50.63122969516732,FREE
496,50.6641084871082,FREE
497,50.698624775121935,FREE
498,50.820576209303,FREE
499,51.19853873742476,FREE
500,51.26919719495487,FREE
501,51.31327016971215,FREE
502,51.4022248190003,FREE
503,51.464044653882624,FREE
504,51.588708944643756,FREE
505,51.59554603326516,FREE
506,51.63115958105307,FREE
507,51.65044191750258,FREE
508,51.74362181526989,FREE
509,51.84694423655677,FREE
510,52.07783302876215,FREE
511,52.10642009989331,FREE
512,52.224985080970086,FREE
513,52.25822850221898,FREE
514,52.402506817562646,FREE
515,52.73078353014788,FREE
516,52.74120430031158,FREE
517,52.87961606941046,FREE
518,52.9629289256907,FREE
519,53.00356170964098,FREE
520,53.13496436644362,FREE
521,53.15510036096598,FREE
522,53.18149178578275,FREE
523,53.21200546805416,FREE
524,53.57535215340277,FREE
525,53.66068789426144,FREE
526,53.71114138364732,FREE
527,53.81488402527039,FREE
528,53.91351442800649,FREE
