,simulation_time,timeout_set,timeout_end,current_data_load,stable_data_load,communication_status
0,0.2684429608807515,False,0.0,0,0,FREE
1,0.27454613802542505,False,0.0,0,0,FREE
2,0.3186169264236729,False,0.0,0,0,FREE
3,0.32170768078189205,False,0.0,0,0,FREE
4,0.32170768078189205,False,0.0,0,0,FREE
5,0.32170768078189205,False,0.0,0,0,PAIRED_FINISHED
6,0.3407965316855407,True,5.321707680781892,0,0,PAIRED_FINISHED
7,0.35048785576276376,True,5.321707680781892,0,0,PAIRED_FINISHED
8,0.38665974180432017,True,5.321707680781892,0,0,PAIRED_FINISHED
9,0.3993616721764558,True,5.321707680781892,0,0,PAIRED_FINISHED
10,0.5444817520825068,True,5.321707680781892,0,0,PAIRED_FINISHED
11,0.5458580355387174,True,5.321707680781892,0,0,PAIRED_FINISHED
12,0.546330421750959,True,5.321707680781892,0,0,PAIRED_FINISHED
13,0.561862068931874,True,5.321707680781892,0,0,PAIRED_FINISHED
14,0.5954363909907574,True,5.321707680781892,0,0,PAIRED_FINISHED
15,0.6305869951151963,True,5.321707680781892,0,0,PAIRED_FINISHED
16,0.638176490788531,True,5.321707680781892,0,0,PAIRED_FINISHED
17,0.6641646293330186,True,5.321707680781892,0,0,PAIRED_FINISHED
18,0.7243394190832202,True,5.321707680781892,0,0,PAIRED_FINISHED
19,0.7243394190832202,True,5.321707680781892,5,5,PAIRED_FINISHED
20,0.7243394190832202,True,5.321707680781892,10,10,PAIRED_FINISHED
21,0.7243394190832202,True,5.321707680781892,15,15,PAIRED_FINISHED
22,0.7243394190832202,True,5.321707680781892,20,20,PAIRED_FINISHED
23,0.7243394190832202,True,5.321707680781892,25,25,PAIRED_FINISHED
24,0.7243394190832202,True,5.321707680781892,30,30,PAIRED_FINISHED
25,0.7243394190832202,True,5.321707680781892,35,35,PAIRED_FINISHED
26,0.7243394190832202,True,5.321707680781892,35,35,PAIRED_FINISHED
27,0.7243394190832202,True,5.321707680781892,40,40,PAIRED_FINISHED
28,0.7243394190832202,True,5.321707680781892,45,45,PAIRED_FINISHED
29,0.7243394190832202,True,5.321707680781892,50,50,PAIRED_FINISHED
30,0.7243394190832202,True,5.321707680781892,55,55,PAIRED_FINISHED
31,0.7243394190832202,True,5.321707680781892,60,60,PAIRED_FINISHED
32,0.7243394190832202,True,5.321707680781892,65,65,PAIRED_FINISHED
33,0.7243394190832202,True,5.321707680781892,70,70,PAIRED_FINISHED
34,0.8005882973412888,True,5.321707680781892,75,75,PAIRED_FINISHED
35,0.8654715599997916,True,5.321707680781892,75,75,PAIRED_FINISHED
36,0.8846451384313704,True,5.321707680781892,75,75,PAIRED_FINISHED
37,0.934603654933584,True,5.321707680781892,75,75,PAIRED_FINISHED
38,0.9620637202266705,True,5.321707680781892,75,75,PAIRED_FINISHED
39,0.9726791136564094,True,5.321707680781892,75,75,PAIRED_FINISHED
40,0.9927253602061785,True,5.321707680781892,75,75,PAIRED_FINISHED
41,1.1236170107252514,True,5.321707680781892,75,75,PAIRED_FINISHED
42,1.1798401607784195,True,5.321707680781892,75,75,PAIRED_FINISHED
43,1.2865746835319691,True,5.321707680781892,75,75,PAIRED_FINISHED
44,1.2865746835319691,True,5.321707680781892,80,80,PAIRED_FINISHED
45,1.2865746835319691,True,5.321707680781892,85,85,PAIRED_FINISHED
46,1.2865746835319691,True,5.321707680781892,90,90,PAIRED_FINISHED
47,1.2865746835319691,True,5.321707680781892,95,95,PAIRED_FINISHED
48,1.2865746835319691,True,5.321707680781892,100,100,PAIRED_FINISHED
49,1.2865746835319691,True,5.321707680781892,105,105,PAIRED_FINISHED
50,1.2865746835319691,True,5.321707680781892,110,110,PAIRED_FINISHED
51,1.2865746835319691,True,5.321707680781892,110,110,PAIRED_FINISHED
52,1.2865746835319691,True,5.321707680781892,115,115,PAIRED_FINISHED
53,1.2865746835319691,True,5.321707680781892,120,120,PAIRED_FINISHED
54,1.2865746835319691,True,5.321707680781892,125,125,PAIRED_FINISHED
55,1.2865746835319691,True,5.321707680781892,130,130,PAIRED_FINISHED
56,1.2865746835319691,True,5.321707680781892,135,135,PAIRED_FINISHED
57,1.2865746835319691,True,5.321707680781892,140,140,PAIRED_FINISHED
58,1.2865746835319691,True,5.321707680781892,145,145,PAIRED_FINISHED
59,1.2882012033971781,True,5.321707680781892,150,150,PAIRED_FINISHED
60,1.3555343549608216,True,5.321707680781892,150,150,PAIRED_FINISHED
61,1.364058103463241,True,5.321707680781892,150,150,PAIRED_FINISHED
62,1.364058103463241,True,5.321707680781892,155,155,PAIRED_FINISHED
63,1.364058103463241,True,5.321707680781892,160,160,PAIRED_FINISHED
64,1.364058103463241,True,5.321707680781892,165,165,PAIRED_FINISHED
65,1.364058103463241,True,5.321707680781892,170,170,PAIRED_FINISHED
66,1.364058103463241,True,5.321707680781892,175,175,PAIRED_FINISHED
67,1.364058103463241,True,5.321707680781892,180,180,PAIRED_FINISHED
68,1.364058103463241,True,5.321707680781892,185,185,PAIRED_FINISHED
69,1.364058103463241,True,5.321707680781892,185,185,PAIRED_FINISHED
70,1.364058103463241,True,5.321707680781892,190,190,PAIRED_FINISHED
71,1.364058103463241,True,5.321707680781892,195,195,PAIRED_FINISHED
72,1.364058103463241,True,5.321707680781892,200,200,PAIRED_FINISHED
73,1.364058103463241,True,5.321707680781892,205,205,PAIRED_FINISHED
74,1.364058103463241,True,5.321707680781892,210,210,PAIRED_FINISHED
75,1.364058103463241,True,5.321707680781892,215,215,PAIRED_FINISHED
