,simulation_time,communication_status
0,1.267476039733,FREE
1,1.279245092479,FREE
2,1.354395182621,FREE
3,1.356811701563,FREE
4,1.365691646862,FREE
5,1.380156720554,FREE
6,1.4047987913689999,FREE
7,1.484817169847,FREE
8,1.546233191946,FREE
9,1.598762012692,FREE
10,1.646275457933,FREE
11,1.716526527424,FREE
12,1.725572837878,FREE
13,1.740768112804,FREE
14,1.7472313458089999,FREE
15,1.77312999673,FREE
16,1.793863428294,FREE
17,1.914057136509,FREE
18,2.0558352857699997,FREE
19,2.058469940387,FREE
20,2.067137295867,FREE
21,2.078056992296,FREE
22,2.083616076516,FREE
23,2.116421796406,FREE
24,2.120406610702,FREE
25,2.173267127923,FREE
26,2.20156807949,FREE
27,2.231021955359,FREE
28,2.244328690263,FREE
29,2.288831319114,FREE
30,2.340093948563,FREE
31,2.34889969475,FREE
32,2.366045749254,FREE
33,2.382035069872,FREE
34,2.382965310118,FREE
35,2.4442470556019997,FREE
36,2.464506166296,FREE
37,2.4732165473589998,FREE
38,2.6780748227049997,FREE
39,2.683307988006,FREE
40,2.686880966507,FREE
41,2.704247203454,FREE
42,2.776279092225,FREE
43,2.843000656908,FREE
44,2.858801235605,FREE
45,2.915632886857,FREE
46,3.015213813284,FREE
47,3.042260787612,FREE
48,3.096435552386,FREE
49,3.107182835759,FREE
50,3.120367061211,FREE
51,3.13990347421,FREE
52,3.1444846621419997,FREE
53,3.180157397666,FREE
54,3.197427090797,FREE
55,3.198967533407,FREE
56,3.237526592543,FREE
57,3.287235894174,FREE
58,3.294833439332,FREE
59,3.37415111687,FREE
60,3.378385853755,FREE
61,3.407840785984,FREE
62,3.416070286033,FREE
63,3.419727438331,FREE
64,3.467517341318,FREE
65,3.507684867924,FREE
66,3.671709018977,FREE
67,3.677888287113,FREE
68,3.692953721715,FREE
69,3.715016924604,FREE
70,3.718737858642,FREE
71,3.78902686116,FREE
72,3.797466766212,FREE
73,3.808311170057,FREE
74,3.8433122346,FREE
75,3.867931507832,FREE
76,3.8730387680539997,FREE
77,3.9875946481469997,FREE
78,4.076431023751,FREE
79,4.085673041491,FREE
80,4.182270486064,FREE
81,4.245965494542,FREE
82,4.249824449039,FREE
83,4.2753729811209995,FREE
84,4.277407260122,FREE
85,4.295824912156,FREE
86,4.296721216011,FREE
87,4.310138304957,FREE
88,4.320007465251,FREE
89,4.422504017712,FREE
90,4.483309222587,FREE
91,4.50917096491,FREE
92,4.513571890315,FREE
93,4.545608244831,FREE
94,4.5677083101589995,FREE
95,4.6349203293959995,FREE
96,4.63978169624,FREE
97,4.668988662697,FREE
98,4.738543316448,FREE
99,4.765803546162,FREE
100,4.786015741368,FREE
101,4.882281733269,FREE
102,4.898242277042,FREE
103,4.91462272195,FREE
104,4.991283187352,FREE
105,5.022987010935,FREE
106,5.039147487375,FREE
107,5.082526485809,FREE
108,5.106950031271,FREE
109,5.127047754433,FREE
110,5.177192399259,FREE
111,5.177920609051,FREE
112,5.219343102104,FREE
113,5.282606241428,FREE
114,5.358993047185,FREE
115,5.388279597478,FREE
116,5.389554472012,FREE
117,5.400621135198,FREE
118,5.420539986411,FREE
119,5.428689949469,FREE
120,5.521343371685,FREE
121,5.524508293209,FREE
122,5.621139327227,FREE
123,5.666464008973,FREE
124,5.6868534081,FREE
125,5.7086197703609995,FREE
126,5.711242253162,FREE
127,5.730120709903,FREE
128,5.756816306249,FREE
129,5.7717007094029995,FREE
130,5.79562750008,FREE
131,5.8181881777269995,FREE
132,5.9682164843339995,FREE
133,5.970387030402,FREE
134,5.974384170195,FREE
135,5.984298026554,FREE
136,6.016768854292,FREE
137,6.028189534212,FREE
138,6.057350477521,FREE
139,6.115592103017,FREE
140,6.1360745491349995,FREE
141,6.164914241187,FREE
142,6.270077868072,FREE
143,6.362074888082,FREE
144,6.366581783358,FREE
145,6.4368175210739995,FREE
146,6.453321868605,FREE
147,6.456822714334,FREE
148,6.5026951304319995,FREE
149,6.511718082539,FREE
150,6.54144078732,FREE
151,6.614189058942,FREE
152,6.650674530331,FREE
153,6.652034945024,FREE
154,6.65603373987,FREE
155,6.664984579065,FREE
156,6.7034769058479995,FREE
157,6.708225694717,FREE
158,6.714548956858,FREE
159,6.775143434283,FREE
160,6.838331418117,FREE
161,6.85591976307,FREE
162,6.876277251761,FREE
163,6.923647327623,FREE
164,6.927498133137,FREE
165,6.9471778233479995,FREE
166,7.027225186249,FREE
167,7.048761565267,FREE
168,7.105898011154999,FREE
169,7.11938981872,FREE
170,7.158282461518,FREE
171,7.159897413046,FREE
172,7.195812288611,FREE
173,7.246909268317999,FREE
174,7.2676010314,FREE
175,7.3957598118779995,FREE
176,7.420699954711,FREE
177,7.478779241651,FREE
178,7.485665273601,FREE
179,7.493980145334,FREE
180,7.502426458185,FREE
181,7.540796550202,FREE
182,7.545471265934,FREE
183,7.554519015204,FREE
184,7.661629780897,FREE
185,7.667217201848,FREE
186,7.674670108691,FREE
187,7.675806349375,FREE
188,7.676079667888,FREE
189,7.813338268784,FREE
190,7.876156417969,FREE
191,7.897945867293,FREE
192,7.905115107624,FREE
193,7.925168571534,FREE
194,7.9811799797219996,FREE
195,8.05525447359,FREE
196,8.114827057505,FREE
197,8.121251729106,FREE
198,8.125046399068,FREE
199,8.203839372474,FREE
200,8.211374363962,FREE
201,8.256744182167,FREE
202,8.332267722576999,FREE
203,8.350151405787999,FREE
204,8.358159575276,FREE
205,8.465626298694,FREE
206,8.469203062046,FREE
207,8.476547078566,FREE
208,8.52817423813,FREE
209,8.542369631894,FREE
210,8.567890413054,FREE
211,8.591872915345,FREE
212,8.619089052358,FREE
213,8.735064169614,FREE
214,8.738369159297,FREE
215,8.793853945874,FREE
216,8.804846429239,FREE
217,8.840615151675,FREE
218,8.954133045651,FREE
219,8.957275824258,FREE
220,8.983656167113,FREE
221,9.012287118202,FREE
222,9.035555691208,FREE
223,9.041771701443,FREE
224,9.084344867734,FREE
225,9.104280519777,FREE
226,9.14429608159,FREE
227,9.160627376897,FREE
228,9.177593030672,FREE
229,9.183221350031,FREE
230,9.189260347008,FREE
231,9.192294297535,FREE
232,9.210291451630999,FREE
233,9.22730393896,FREE
234,9.259011346726,FREE
235,9.34481317178,FREE
236,9.384741447923,FREE
237,9.440499131745,FREE
238,9.455010375371,FREE
239,9.464796556932999,FREE
240,9.488534144106,FREE
241,9.528904385776,FREE
242,9.556784255006999,FREE
243,9.600519031706,FREE
244,9.804481059672,FREE
245,9.808514211606,FREE
246,9.821625390685,FREE
247,9.882811488047,FREE
248,9.978320250108,FREE
249,10.007379385049,FREE
250,10.032787685449,FREE
251,10.049883995835,FREE
252,10.057749944053,FREE
253,10.075973605095,FREE
254,10.079680674522,FREE
255,10.135312604731,FREE
256,10.144464304963,FREE
257,10.155214772454,FREE
258,10.170999230983,FREE
259,10.174792331011,FREE
260,10.180197603768999,FREE
261,10.341939198221,FREE
262,10.347428288875,FREE
263,10.367932488506,FREE
264,10.391678560642,FREE
265,10.522998563289999,FREE
266,10.530917704662,FREE
267,10.544946996286999,FREE
268,10.632152225933,FREE
269,10.643291503379,FREE
270,10.687542710696,FREE
271,10.703223068404,FREE
272,10.753035488505,FREE
273,10.768426105698,FREE
274,10.851148971974,FREE
275,10.858160801358,FREE
276,10.861939688054,FREE
277,10.905006035287,FREE
278,10.921956794174,FREE
279,10.946370573533999,FREE
280,10.979357656654999,FREE
281,11.030860523841,FREE
282,11.181938469019,FREE
283,11.19644908544,FREE
284,11.203406909588999,FREE
285,11.218319070729,FREE
286,11.222057784353,FREE
287,11.260585686854,FREE
288,11.276761178792,FREE
289,11.320130894139,FREE
290,11.392861327283,FREE
291,11.427559537572,FREE
292,11.463404411417999,FREE
293,11.478998414714999,FREE
294,11.502859793177,FREE
295,11.509719036098,FREE
296,11.558857318743,FREE
297,11.649397222892,FREE
298,11.685175221009,FREE
299,11.762527153473,FREE
300,11.776923562444999,FREE
301,12.041295076595,FREE
302,12.060323143075,FREE
303,12.074442286074,FREE
304,12.081500568013,FREE
305,12.090192223058,FREE
306,12.119734045867,FREE
307,12.122031493979,FREE
308,12.219445291663,FREE
309,12.225475272356,FREE
310,12.23139223719,FREE
311,12.272587273362,FREE
312,12.289715232108,FREE
313,12.344480517281,FREE
314,12.355198314419999,FREE
315,12.363290249141,FREE
316,12.422118186402999,FREE
317,12.44089715012,FREE
318,12.493842447361,FREE
319,12.499856465018,FREE
320,12.61767670151,FREE
321,12.679416219929,FREE
322,12.715501254149,FREE
323,12.735269393104,FREE
324,12.739708292993999,FREE
325,12.757543634316999,FREE
326,12.800823204658,FREE
327,12.913149840853,FREE
328,13.040213925626,FREE
329,13.055310946633,FREE
330,13.096197929983,FREE
331,13.107360720677999,FREE
332,13.170225488014,FREE
333,13.182071575061,FREE
334,13.1854527758,FREE
335,13.214300361306,FREE
336,13.266940010561,FREE
337,13.271197272197,FREE
338,13.276272522269,FREE
339,13.298314934727,FREE
340,13.314188462113,FREE
